author,reviewDate,ratings,reviewText,reviewReplyText,reviewReplyDate,profileLink,startMessageLink
jackhill123,2026.01.12 06:05,,"Quantum Queen is fantastic!It performs pretty well in live accounts and is the top choice for traders seeking consistent profit. Beyond that, Bogdan patiently answers all my questions, and the setup process is very easy. Wishing Bogdan and Quantum Queen continued success!","Thank you for your review! I’m really glad to hear that you’re happy with the performance of Quantum Queen and that it is meeting your expectations. From the beginning, one of my main goals was to make the setup as simple and straightforward as possible. I believe traders should be able to focus on risk management and their overall trading plan, not spend unnecessary time dealing with complicated configurations. Knowing that you found the setup process easy is very encouraging. I’m also happy that I could assist you along the way. Providing clear and patient support is something I consider essential, and I’m always available to help whenever questions come up. Thank you again for your trust and support, and I wish you continued success with Quantum Queen.",2026.01.12 07:56,https://www.mql5.com/en/users/jackhill123,
Alexander,2026.01.12 04:40,,"I don't even know what to say. I've tried several Expert Advisors on my real money account. No other EA has been as consistently profitable as QQ. I'm thrilled and hope it continues this way for a long time. It's also worth mentioning that the developer is always friendly and helpful. I'm confident that he and his team will keep the EA up-to-date. If I had invested in QQ from the start, I would have saved myself a lot of losses with other EAs.","Thank you for sharing your experience, Alexander! I understand how difficult it can be to find a reliable automated trading system, especially after testing several EAs on a real account. Many products look promising at first, but unfortunately end up disappointing traders once real money is involved. The fact that you’ve tested several EAs and found Quantum Queen to stand out in terms of consistency truly means a lot to me. Quantum Queen was designed as a premium, long-term trading system rather than a quick, over-optimized strategy. It is actively maintained, regularly improved, and carefully monitored to adapt to changing market conditions. Consistency, risk control, and sustainability are always the main focus. I’m truly sorry to hear about the losses you experienced with other systems, but I’m glad you’ve now found a solution that aligns with your expectations. I take support very seriously and always aim to be available and transparent with users. Your trust is greatly appreciated and motivates continuous development and improvement. Wishing you continued success with Quantum Queen, and thank you for your confidence.",2026.01.12 07:54,https://www.mql5.com/en/users/stream1986,
Dragoljub Vujcic,2026.01.09 16:19,,"Great job, I'm very happy with the results, low drawdown and consistent profit","Thank you for your review, Dragoljub! It’s great to hear that Quantum Queen has been delivering the kind of results you were aiming for. The system is designed with a strong emphasis on consistency, focusing on steady performance rather than aggressive, short-lived gains, which helps it remain reliable across different market conditions. Keeping drawdown low is a key priority, while still being realistic about the nature of trading. Drawdowns are unavoidable, but what truly matters is how they are handled. Quantum Queen is built to manage risk carefully, adjust to less favorable market phases, and avoid unnecessary exposure. This allows drawdowns to stay controlled and supports a smooth, disciplined recovery when conditions improve. Thank you again for your feedback and for trusting Quantum Queen. It’s always valuable to hear from traders who appreciate a balanced, long-term approach focused on stability and risk management.",2026.01.10 07:16,https://www.mql5.com/en/users/dragoljubvujcic,
Christian_M,2026.01.08 20:06,,QQ is an excellent EA. I'd be interested to know which signals it uses to create the trades. Very good results so far.,"I want to take a moment to truly thank you for your continued support, Christian! Seeing someone engage with multiple products of mine and place trust in my work is incredibly meaningful. Especially on a platform where trust is hard to come by. Building that kind of confidence takes time and consistent effort, so your loyalty is genuinely appreciated. It’s also motivating to know that Quantum Queen has been performing well for you. Developing these tools involves careful design, testing, and refinement, and hearing that they are actually helping a trader in practice is one of the most rewarding parts of this work. Your feedback doesn’t just validate the strategies. It reinforces the philosophy behind them: creating automated tools that are intelligent, reliable, and built to manage trades thoughtfully rather than blindly. Support like yours is what drives me to continue improving, exploring new ideas, and making products that traders can rely on over the long term. Knowing that you’re seeing results while trusting the systems you use makes all the effort worthwhile, and it’s deeply encouraging for me as a developer.",2026.01.09 14:45,https://www.mql5.com/en/users/christian_m,
destebari,2026.01.07 21:34,,bogdan es una persona muy atenta y transparente me transmite mucha confianza su buena reputacion y atencion en todo momento creo que mi eleccion ha sido muy bien acertada mas adelante añadire mas contenido a mi reseña con el desarrollo del proceso,"Thank you for your review. I’m genuinely pleased to hear that my approach has made you feel confident and reassured. For me, providing transparent and consistent support isn’t just about answering questions. It’s about anticipating needs, offering guidance at every stage, and creating a space where you can make informed decisions with clarity. Knowing that my support has contributed positively to your experience is incredibly motivating. I take pride in maintaining a high standard of attentiveness and reliability, and feedback like yours encourages me to continue refining the way I assist and guide others. I look forward to seeing your journey develop and to providing any guidance you might need along the way.",2026.01.08 15:21,https://www.mql5.com/en/users/destebari,
Mohammed Kareem Nejres Al-mamoori,2026.01.07 20:24,,"This is the most completing EA in the market of experts, all the results in the back test were similar with the real results in the live trade. Thanks, Bogdan Ion Puscasu, for this brilliant innovation.","Thank you for taking the time to share your experience! I’m glad to hear that Quantum Queen has delivered consistent and reliable performance in your live trading. One of the biggest challenges in developing an EA is ensuring that backtests accurately represent real market behavior, and it’s incredibly rewarding to see this alignment in action. It means the system’s logic and risk management are functioning as intended in real-world conditions. What makes Quantum Queen particularly unique is the combination of precision, adaptability, and forward-thinking design. Creating an EA that not only performs well in backtesting, but also maintains that reliability in live trades requires careful innovation, and your recognition of this truly validates the effort behind it. Feedback like yours doesn’t just encourage me, it reinforces the direction of future improvements and innovations. I deeply appreciate your trust and support, and I’m delighted that Quantum Queen is making a meaningful difference in your trading journey.",2026.01.08 15:17,https://www.mql5.com/en/users/moh.almamoori,
Andrei Trif,2026.01.06 16:15,,Best EA on the market! . Tried it for 6 months and hands down its the real deal. I have most of the big ea's on the market and this one beats them all when it comes to stability and returns. Bogdan is a great guy and has been very helpful. Can't go wrong with it. Cheers.,"Thank you so much for taking the time to share this feedback, it really means a lot. Six months of real-world usage is not a short experiment, it’s a serious and meaningful evaluation. I genuinely appreciate that you gave Quantum Queen enough time to show how it performs across different market conditions. That kind of long-term perspective is exactly where stability, risk management, and consistency truly become visible. It also makes me especially happy to hear this from someone who actively uses and compares multiple EAs on MQL5. Knowing that Quantum Queen stands out among them is very important to me. Quantum Queen is a premium product, built with a different mindset than other systems on the market. It’s not designed for quick hype or exaggerated results, but for sustainable performance and solid structure — which makes comparisons with other EAs unfair by nature. Your mention of stability and returns is exactly what I aim for. Markets change constantly, and maintaining balance during different conditions is far more important than chasing aggressive numbers. Knowing that this balance is working well for you is extremely rewarding. I’m also glad my support has been helpful. I strongly believe that a serious product must come with real, human support — not just a file download. I’m always here to help users get the best possible experience and results. Thank you again for your trust, your time, and your kind words. Wishing you continued success and smooth trading ahead.",2026.01.07 09:10,https://www.mql5.com/en/users/andreitrif,
Eric Vivas Ocampo,2026.01.04 04:54,,"He estado probando este Expert Advisor tanto en demo como en condiciones reales de mercado, y los resultados han sido sólidos y consistentes. Lo que más destaca de este EA es su disciplina operativa: no sobreopera y prioriza entradas de alta calidad en lugar de buscar cantidad de trades. A diferencia de muchos robots que dependen de sistemas agresivos como grid o martingala, este bot muestra una estructura clara y una gestión de riesgo consciente, lo que lo hace más adecuado para un uso sostenible a largo plazo. La ejecución es limpia, la lógica del sistema es clara y los parámetros permiten una buena adaptación según el perfil de riesgo. Con una correcta gestión monetaria, el EA demuestra un buen equilibrio entre rentabilidad y control de drawdown. Además, el soporte y la documentación están bien explicados, lo cual siempre suma puntos. En general, es un robot pensado para traders que valoran la consistencia, la protección del capital y una operativa profesional, más que resultados irreales de corto plazo. Muy recomendable para traders serios que entienden el riesgo y buscan una estrategia automatizada confiable.","Thank you for taking the time to share such a thoughtful review. I’m genuinely happy to hear that you’re satisfied with the performance of Quantum Queen. From the very beginning, the focus has always been on discipline and precision rather than chasing constant market exposure. Quality setups, controlled risk, and consistency over time are what truly matter, and I’m glad that approach stood out to you. This is also why Quantum Queen sits in a different category compared to other EAs on the market that rely on aggressive techniques. The goal here is long-term sustainability, not short-lived results. When paired with proper money management, the system is designed to maintain a healthy balance between growth and protection, which is something serious traders value. Thank you again for the recommendation and for recognizing what Quantum Queen is built for. It’s feedback like this that truly means a lot.",2026.01.04 15:59,https://www.mql5.com/en/users/vivas0campo,
Markus Earl Juergen Kopera,2026.01.02 14:49,,"I have test this on december, and my first trades was good profit with very-high risk strategy. In January the Bot will start trading again, and i think there make a good Job.","Thank you for your review, Markus! I’m really glad to hear you’re happy with Quantum Queen’s performance so far. I do want to highlight something important for the long run. Quantum Queen is designed and optimized for healthy, long-term account growth. While very high risk settings can deliver strong results quickly, they can also put the account in danger. Proper risk and money management are key to long-term success. I would strongly encourage you to consider lowering the risk level. And if you’re not fully sure how to set up the EA with the right risk, feel free to contact me anytime. I’ll be more than happy to help you get everything set up correctly. Looking forward to seeing your continued progress in the coming months.",2026.01.02 17:11,https://www.mql5.com/en/users/markuskopera,
Serafin Perez,2025.12.31 17:00,,"I've been testing this marvel for months and only today when I had a moment to rest did I get around to writing a review. This is because I'm so disillusioned with all the Expert Advisors on the platform that I thought it was bound to fail at some point. But it hasn't, and now I understand why it's number one. With this Gold strategy in an account, everything else is superfluous. I insist, it's the number one algorithm for surgical trades on this pair.","Thank you very much for taking the time to share your experience. I truly appreciate both the review and the patience you showed before writing it. I know that when someone has been disappointed repeatedly by Expert Advisors in the past, trust doesn’t come easily, so your feedback means a lot to me. I’m genuinely sorry to hear about your earlier experiences with other EAs on the market, but unfortunately, that’s something I hear far too often. Most systems are built to look impressive in the short term or on backtests, without any real concern for longevity or stability. That’s exactly why I’ve always taken a very different approach. My EAs are premium systems, built with strict logic, risk control, and real-market behavior in mind — they simply can’t be compared to the other EAs on the market. I’m very glad to hear that Quantum Queen has lived up to your expectations. That strategy was designed to be precise, disciplined, and selective, focusing on high-quality entries rather than constant activity. Knowing that you’ve reached a point where you can rely on it with confidence is exactly the outcome I aim for. Thank you again for sharing your experience. Feedback like this reinforces why I focus on quality over quantity, and it motivates me to continue refining and improving everything I build. I wish you continued success with Quantum Queen, and if you ever need guidance or optimization advice, I’m always here to help.",2025.12.31 17:14,https://www.mql5.com/en/users/genk0,
infinity crib,2025.12.26 10:14,,This is a month i have been using QQ mt5 version and my account has grown up to 150 percent in profit. The customer service is top notch and Bogdan is doing a great job Thank you and looking forward for greater life changing offers,"Thank you for sharing your experience! I’m genuinely glad to hear you’re happy with Quantum Queen and that you’ve had a positive experience with both the system and my support. Seeing users succeed is always motivating, and I appreciate you taking the time to share your results. That said, I want to be very clear about one important point. A 150% account growth in one month is absolutely impressive, no questions about it. However, results like this can only be achieved by using extremely high lot sizes and elevated risk. There is simply no other way to reach those numbers in such a short time frame. Quantum Queen is not designed for aggressive gambling-style trading. It is built and optimized for healthy, controlled, long-term account growth. The real key to lasting success in trading is proper risk and money management — not short-term spikes that put the account in danger. Because of this, I strongly encourage you to revise your current risk level and lower it. Protecting capital is far more important than chasing exceptional monthly returns. Sustainability always wins in the long run. My support will always be a top priority, and if you’re unsure how to correctly apply proper risk and money management, please reach out to me directly. Strong performance matters, but smart performance matters even more.",2025.12.27 18:55,https://www.mql5.com/en/users/infinitycrib,
SMRGINR,2025.12.25 03:12,,"Since the end of September, I’ve made nearly a 200% profit. It’s going so well that it’s almost frightening.","Thank you for your review and for sharing your results. A ~200% run like that certainly gets attention, and it highlights the potential Quantum Queen can capture when market conditions align. That said, it’s important to clarify that Quantum Queen is designed and optimized for steady, long-term account growth, not short-term, high-risk gains. Proper risk and money management are absolutely critical for long-term success. Results like these were achieved using very aggressive risk, which can place the account in significant danger. The real strength of Quantum Queen lies in disciplined usage — controlled risk, correct setup, and patience — allowing the equity curve to grow sustainably over time. Strong performance should always be paired with caution and discipline to protect capital and ensure longevity. If you are unaware how to apply a good money management, it is best to use the Automatic risk levels which will automatically adjust the lot size based on your account capital and chosen risk level - it is recommended to start with the Medium risk level, which is the default and suitable for most traders.",2025.12.27 07:20,https://www.mql5.com/en/users/sumeragi,
sidigi94,2025.12.23 08:27,,"That's such a great EA. I never thought I would buy a trading robot. Today, it made my first profit. I'm very happy. I don't know how it really works, but it worked. Hope we all have a wonderful results 2026!","Thank you for sharing your experience! I’m really happy to hear that you’re enjoying how Quantum Queen is performing, and congratulations on your first profits! That’s always a special milestone, especially when it’s your first experience with an EA. I know how exciting it can be once you see results and just want to keep it running, but I do want to gently remind you of something I’ve mentioned and explained before: trading between December 15th and January 15th is not recommended due to holiday market conditions and lower liquidity. There are extra risks during this period, so if you decide to keep the EA running, demo mode is the safest option. After such a strong year, Quantum Queen definitely deserves a short pause. And it’s no coincidence that it’s ranked #1 on the platform. The consistency throughout the year is what got it there. Once the holidays are over and normal market activity returns, get ready — there’s a lot more to come. I’m confident 2026 will be another amazing year with Quantum Queen. Wishing you happy holidays and all the best going into the new year!",2025.12.23 11:52,https://www.mql5.com/en/users/sidigi94,
Tomas Kuprinskas,2025.12.22 15:10,,"Well I have been following QQ for at least 2 months before deciding to get my own copy. This EA looks promising, and backtests is showing its potential too. So i am confident to move onto live account and start profiting from its work :) Will update the review later on with actual results","Thank you very much for your review and for taking the time to follow Quantum Queen for a full 2 months before jumping in! I genuinely appreciate that approach. It shows you didn’t just buy based on hype, you actually watched the performance, trade behavior, and consistency closely over time, and that’s exactly how I’d want someone to evaluate an EA. Also, you’re spot on about the backtests. One of the things I’m most proud of with Quantum Queen is that the backtest performance closely matches what I’m seeing on my own live account. It’s not one of those “pretty backtest” EAs that looks amazing on paper and then behaves completely differently once it hits real market conditions (sadly, that’s a big issue with a lot of the EAs out there). Quantum Queen was built to be stable and realistic — the goal is consistent execution and steady growth, not a curve-fitted fantasy report. Thank you for trusting Quantum Queen!",2025.12.23 11:46,https://www.mql5.com/en/users/mep.core,
Jian Yang,2025.12.18 02:20,,"I used QQ for about 1 month , it works very well, it is the first ea I have purchest , I hope it would be better.","Thank you for sharing your experience, Jian! Spending some time with Quantum Queen allows users to become familiar with how the system functions in live conditions and how it fits into their overall trading approach. Quantum Queen is not positioned as a static product. It is actively maintained, monitored, and refined over time, with the goal of improving stability, execution, and overall quality as market behavior changes. Development is ongoing, and updates are part of that process rather than a one-time release. I appreciate you taking the time to use Quantum Queen and share feedback at this stage.",2025.12.18 08:20,https://www.mql5.com/en/users/qq358884643,
Thoufiq08,2025.12.17 16:40,,QQ delivers exactly what it says it would!!,"Thank you for your review! Clarity and transparency are intentional choices behind everything offered through Quantum Queen, and it’s genuinely appreciated to know that this was felt in your experience. Quantum Queen is built around trust, integrity, and real results, not hype or empty claims. Knowing that this came through from start is incredibly rewarding.",2025.12.18 07:59,https://www.mql5.com/en/users/thoufiq08,
Niclas,2025.12.17 08:35,,"I have been using Quantum Queen for almost two weeks now in live trading, and so far I am very positively impressed. The EA does not trade very often – on many days it does not trade at all – but when it does, I have experienced a very consistent win rate of around 80% so far.","Thank you very much for your review, Niclas! One of the core principles behind Quantum Queen is selectivity. It’s not designed to “stay busy” or fire off trades just to look active. Instead, it waits for specific conditions that meet a higher standard. The kind of setups that make sense from a risk and probability perspective. I’m really glad you’re seeing strong performance and that the results match what Quantum Queen is built for: steady, disciplined trading. Thie “high-quality setups only” approach is a big reason many users consider it one of the most stable and the best Gold EA available on the platform. I highly appreciate your trust and I’m excited to keep proving the consistency over time. If you every have any questions, feel free to reach out to me. I'm always happy to help.",2025.12.17 08:46,https://www.mql5.com/en/users/niclaskrugmann,
Tomoyuki Ninomiya,2025.12.16 17:21,,"I have been running Quantum Queen for about a week, and I truly feel it is an exceptional EA. It avoids unnecessary entries and patiently waits for the optimal timing, which leads to a high win rate. The setup is very simple, and the developer’s support has been prompt and courteous. It is an EA that I can confidently continue using for the long term.","Thank you so much for taking the time to share your experience. Feedback like this truly means a lot. From the very beginning, Quantum Queen was built with a clear philosophy: quality over quantity. The strategy is intentionally selective, focusing on high-probability setups rather than jumping into every market fluctuation. That disciplined approach is what helps keep trading calm, controlled, and consistent instead of reactive or impulsive. A lot of care also went into making the setup process smooth. Whether someone is new to EAs or more experienced, the goal is for everything to feel intuitive and stress-free, so users can focus on results rather than configuration headaches. And of course, support is something I take very seriously. Knowing that you can get timely, respectful assistance when you need it is just as important as the EA itself, and I’m glad that came through in your experience. I truly appreciate your trust and your confidence in using Quantum Queen as part of your long-term trading journey. Wishing you continued success ahead.",2025.12.17 08:28,https://www.mql5.com/en/users/pass20380141,
a901215,2025.12.15 16:17,,The first deal went really well. Great job! I will keep using it.,"Thank you for your feedback! It’s great to know your first experience was a positive one. Getting a strong result right away is important, especially when trying something new, and I’m glad Quantum Queen delivered what it was supposed to from the start. I’ll stay focused on maintaining the highest possible standard moving forward.",2025.12.16 08:48,https://www.mql5.com/en/users/a901215,
iudinho,2025.12.13 13:33,,I've been testing this EA and I feel comfortable letting it do its job because it performs very well.I'm satisfied with the purchase.,"Thank you for your review! What matters most to me is when someone feels they can run the EA without constantly watching every tick or second-guessing every move. That kind of confidence usually comes from seeing the same behavior repeat consistently: sensible entries, controlled risk management, and exits that follow the logic of the strategy instead of emotional, random decisions. Quantum Queen was built to be systematic. I’m glad it’s meeting your expectations, and I’m grateful you chose to support my work.",2025.12.14 11:45,https://www.mql5.com/en/users/iudinho,
Jaxongir Raxmanov,2025.12.12 13:02,,I bought Quantum Queen MT5 and am currently testing it. Mr. Bogdan personally set up the advisor for me and I am grateful to him for that. Now I want to test the Quantum Queen MT5 advisor for a while and of course I will post the test results here. I would like to thank Mr. Bogdan and his team.,"Thank you very much for taking the time to share this, I truly appreciate it. Providing strong, reliable support is a top priority for me, and I always make sure every customer feels guided and confident from the very beginning. When someone chooses Quantum Queen, it’s not just about the software itself. It's also about the level of care, attention, and assistance that comes with it. High-quality support is an essential part of the experience, and I’m proud to stand behind that. I’m happy to know that everything was configured correctly and that you’re giving Quantum Queen the time it deserves to demonstrate how it works. Taking a measured approach is the best way to truly understand its behavior and performance. Thank you again for the trust you’ve placed in me and in Quantum Queen.",2025.12.12 18:39,https://www.mql5.com/en/users/jaxongirraxmano,
august4791,2025.12.12 09:26,,"I purchased Quantum Queen a few days ago, these are the first winning trades. Very good job Bogdan! Thank you!","Thank you for your review! I’m really happy to hear Quantum Queen made such a strong impression for you right from the beginning. Seeing positive outcomes so early is always exciting, and I want to say congratulations on locking in those profits — that’s a great start. Quantum Queen was built to work smoothly and consistently when set up correctly, and I’m glad you’re already seeing that in action. If you ever have questions about the configuration or need clarification on any of the features, feel free to reach out. I’m always happy to help ensure you have the best possible experience with it.",2025.12.12 18:35,https://www.mql5.com/en/users/august4791,
small river p.f.,2025.12.12 08:18,,"I’ve been using this EA for a while and it honestly impressed me. It’s easy to set up, super reliable, and delivers consistent results. It does exactly what it promises. Definitely a winner in my book!","Thank you so much for your review! Knowing that Quantum Queen made such a strong impression and delivered results you can rely on is exactly what I aim for. A smooth and simple setup was a top priority from day one, so it’s great to hear that everything felt easy and seamless from the start. Even better is seeing that the performance has lived up to expectations over time. Quantum Queen was built to operate on a higher level and to follow through on its promises, without unnecessary hype. I’m genuinely happy that this experience matched what you were looking for. I’m proud that Quantum Queen earned a place in your book, and I truly appreciate your trust and support.",2025.12.12 18:27,https://www.mql5.com/en/users/francescadegli,
dfgsffd,2025.12.11 15:48,,"I've been using Quantum Queen (QQ) for ~6 months on a live account and was using it for ~2 months on a demo account before. Trades are selective but very accurate/profitable. Win rate is consistently ~80% with mostly long trades. The EA might not trade for a week and then execute a series of trades in a short timeframe. Setup/configuration is easy, a guide is provided but with just little experience from other EAs it's almost self-explanatory. Support is offered via MQL and Discord and response times are very good as well, keep it up. Overall, definitely a recommendation from my end.","Thank you for taking the time to share such a thoughtful review, and especially for giving the EA a full eight months of your attention. Seeing someone commit to it long enough to really understand how it behaves is incredibly valuable, and I appreciate that you invested that time. I’m really glad to hear that the accuracy and overall profitability stood out to you. The EA was designed to wait for strong, high-probability setups instead of forcing trades just to stay active, and your experience reflects that perfectly. It’s meant to focus on quality over quantity, which naturally leads to more consistent results. It’s also great to know that the installation and configuration felt straightforward for you. The goal has always been to make the setup smooth, so I’m happy that came through clearly. And thank you as well for mentioning the support. I try to respond quickly and be genuinely helpful, whether it’s through MQL or Discord, so it means a lot to hear that the communication has been solid on your side. I really appreciate the recommendation. It’s one of the best compliments I can receive. Thank you again for your trust, your patience, and the time you’ve put into working with Quantum Queen.",2025.12.11 20:51,https://www.mql5.com/en/users/dfgsffd,
ishdorj ayushjav,2025.12.11 14:59,,User didn't leave any comment to the rating,"Thank you very much for your review! It’s great to hear that the EA performed strongly when you put it to use and that it delivered the kind of results you were hoping for. Quantum Queen was built to operate with precision and consistency, so knowing that it handled the market well on your side is genuinely rewarding. I’m really glad the EA left you with a positive impression. When someone runs it themselves and comes back pleased with how it behaved, that shows the system is functioning exactly as intended. Thank you again for the feedback. I’m happy the EA proved to be a solid addition to your trading.",2025.12.11 20:43,https://www.mql5.com/en/users/ishdorjayushjav,
Mostafa Mahmoud Badawy Hussien,2025.12.11 12:19,,"I own most of the bots here, and this one is excellent. I'm very selective when it comes to putting a bot on a real account, so I can say with complete confidence that Quantum Queen is the right choice.",,,https://www.mql5.com/en/users/sasahassan,
amrimond,2025.12.11 11:43,,"⭐ Excellent EA Performance — Highly Recommended! ⭐ The backtest results are very impressive. The strategy delivers strong profitability, maintains a high win rate, and shows a solid recovery factor, proving its ability to generate consistent and reliable returns. The overall performance demonstrates great potential for traders seeking fast growth. I am very satisfied with the backtest results — highly recommended! Note: This backtest was conducted with a very high risk setting, showing a 30% drawdown.","Thank you for taking the time to leave such a detailed review about Quantum Queen. Feedback like this really helps show what she can do in the hands of a serious trader, and I genuinely appreciate you putting the effort into running and sharing a proper evaluation. I’m really happy to hear that the Queen’s performance matched what you were hoping to see. The way you describe the results: strong growth and a high percentage of winning trades is exactly what she was designed for. Quantum Queen isn’t meant to be just a “flashy” system. Her core idea is to build an account up steadily while keeping the overall behavior as controlled and predictable as possible. Consistency over time is the most important thing in trading, and that’s where the Queen is meant to shine. She’s built for healthy, long-term account growth — not just quick spikes, but a structure that can support traders who want to grow their capital in a disciplined way. Knowing that you’re satisfied with how she performs and that you see real potential in her makes all the work behind the strategy worth it. I’m glad you’re happy with Quantum Queen and the results you’ve seen so far, and I really appreciate that you went one step further and recommended her to others. Thank you again for the review and for the recommendation.",2025.12.11 20:37,https://www.mql5.com/en/users/amrimond,
MicheleD83,2025.12.03 11:37,,User didn't leave any comment to the rating,"Thank you so much for sharing your journey. It takes a lot of efforts to step into trading from a completely different world like coding, so I really admire that you pushed yourself to experiment and build your own strategy. I’m sorry to hear that your first EA didn’t hold up in the long run. Creating something that stays profitable over time is one of the hardest challenges in today’s markets. That’s exactly why I built Quantum Queen: to offer stability, not just short-lived results. That exact challenge is what makes Quantum Queen different. Instead of chasing aggressive, temporary gains, it’s designed to maintain performance, adapt to changing conditions, and protect the account from the kinds of ""disasters"" you experienced. Hearing that your tests confirmed that consistency and that you trust it enough for a live account, honestly means a lot to me. It shows that the work behind its strategy is doing exactly what it was created to do. Thank you for your feedback on the support. I always try to make sure no one feels lost or confused, because a strong EA should come with strong guidance. I’m glad you felt that clarity and availability throughout your testing. I truly appreciate you choosing Quantum Queen. It’s exciting to see how your journey is evolving, and I’m always here if you need help, advice, or even just want to share your results. Wishing you steady growth and smart profits ahead.",2025.12.04 09:44,https://www.mql5.com/en/users/micheled83,
wgakuo10,2025.12.02 17:01,,"As a buyer, I’m genuinely impressed with how simple and powerful Quantum Queen EA is. The setup took only minutes, and everything works smoothly without any complicated settings. You literally just select the risk level you want, and the EA is up and running instantly. Its profitability ratio is excellent — it consistently finds strong entries on Gold and delivers steady gains. Even during pullbacks, Quantum Queen recovers losses impressively fast, maintaining confidence and control in every trade. Overall, the combination of ease of use, high profitability, quick recovery set operation makes this EA one of the best investments I’ve made.","Thank you very much for your review! I’m really glad to hear that the installation process went smoothly for you. One of my priorities when creating Quantum Queen was to remove the usual complexity that comes with most trading tools, so knowing you were able to get everything running in minutes is exactly the kind of experience I want users to have. Your feedback about the performance is especially appreciated. The EA was built to react quickly to market conditions and identify strong opportunities, and it’s great to hear that this level of precision is showing up in your results. Hearing that you see Quantum Queen as one of your most valuable investments is incredibly rewarding. My goal has always been to create something that stands on a completely different level, not just another EA, but a tool that feels refined, decisive, and dependable. Your experience confirms that this vision is coming through. Thank you again for sharing your thoughts and for putting your trust in Quantum Queen.",2025.12.03 09:43,https://www.mql5.com/en/users/wgakuo10,
gcole96,2025.12.01 08:25,,ive been running QQ for just over a week now continuously on a VPS server and got great results. The bot doesn't trade every day but when it does its very accurate and has made me triple digit profits in the first week. The set up is very easy and straightforward with Bogdan giving excellent user support answering any questions i had with great reply speed and with a good explanation. Looking forward to seeing more results and trying other products he has to offer.,"Thank you for sharing your experience with Quantum Queen, I genuinely appreciate it. It’s great to hear that your first week with Quantum Queen has been so productive. Seeing you hit strong returns right out of the gate is exactly the kind of momentum I hope every user gets to experience. Quantum Queen is designed to focus on precision rather than constant activity, so I’m glad the EA's selectiveness is paying off for you. When it steps into the market, it aims to do so only when the conditions make sense, and it’s great to hear those moments have translated into solid profits on your end. I’m also really happy the setup went smoothly for you. I put a lot of effort into keeping the onboarding process simple, and I’m always here to make sure questions get answered quickly and clearly. Your feedback on the support means a lot.",2025.12.01 15:23,https://www.mql5.com/en/users/gcole96,
Anh Tuan Bui,2025.11.30 05:29,,"After more than a week of using QQ, including several days of backtesting, the EA finally executed a series of trades from the 25th to the 28th — all of which were closed in profit with impressive accuracy. QQ does not trade continuously; instead, it patiently waits for the optimal moment, and when it strikes, it delivers outstanding performance. Like a disciplined warrior, once it enters the market, it wins nearly every time. That is exactly how QQ has been operating, and I highly appreciate this behavior. Of course, more time is needed for a comprehensive long-term evaluation, and I will return with additional feedback after further verification. For now, I am genuinely impressed with QQ’s performance. A 5-star rating is absolutely well-deserved. The author, Bogdan Ion Puscasu, has been extremely supportive — always responding promptly and providing guidance whenever needed. His dedication and passion for his work are clear, and he genuinely wants users to get the best experience possible.","Thank you for sharing such a thoughtful review. It’s genuinely encouraging to see a user who understands the philosophy behind Quantum Queen. The EA was designed to prioritize quality over quantity, and it’s always rewarding when a user recognizes that its strength comes from patience, precision, and disciplined entries rather than constant trading. I’m really glad to hear that the results you’ve seen so far have matched your expectations. Knowing that the strategy behaves exactly as intended on your side, waiting for the right conditions and then executing with accuracy is very encouraging. Your 5-star rating means a lot, and I truly appreciate that Quantum Queen has earned that level of trust from you. I also want to highlight how much I value your kind words regarding my support. I always try to be available, answer as quickly as possible, and guide every user individually so they can get the most out of the system. It’s important to me that you feel supported every step of the way, and I’m glad that this has been clear in your experience. If you ever need help, adjustments, or have questions, you can always reach out, I’m here for you.",2025.11.30 10:01,https://www.mql5.com/en/users/tuanmopai,
Chuan Jiang Huang,2025.11.29 07:35,,"Quantum Queen has been running for a week, consistently profitable on the 25th and 28th, with each trade yielding double-digit profits. Quantum Queen's performance is outstanding; it decisively follows trends when trading volume is high and trends are clear. I look forward to Quantum Queen's future performance and sincerely thank its developers for their hard work.","Thank you very much for your review, Chuan! It genuinely makes me happy to hear that Quantum Queen has been giving you strong results so early in your journey. I designed it to react intelligently to market momentum, so knowing that you’re seeing confident entries during active periods tells me the system is doing exactly what it was built to do. I’m especially grateful that you’re paying attention to how it behaves, not just the profits. Seeing the logic behind the trades is just as important as the outcome, and your feedback reassures me that its decision-making is coming through clearly on your end. I really appreciate your support and your trust. I’ll keep working on refining the EA so it continues to improve over time.",2025.11.29 08:03,https://www.mql5.com/en/users/hcj1988203,
